username,twhandle,postdate,content,responding,reply,retweet,like
UnPoo,@UnPooCom,2021-08-12T01:06:53.000Z,"#News: Türkiye yol geçen hanı değildir. #Cumhurbaşkanı #RecepTayyipErdoğan, düzensiz göçmenlerle ilgili, herkes şunu da bilsin ki #Türkiye yol geçen hanı değildir.

#UnPoo #Haber #Politika #Erdoğan #Gündem","Türkiye yol geçen hanı değildir
Cumhurbaşkanı Recep Tayyip Erdoğan, düzensiz göçmenlerle ilgili, herkes şunu da bilsin ki Türkiye yol geçen hanı değildir. Detaylar burada..
blog.unpoo.com",,,,"['News', 'Cumhurbaşkanı', 'RecepTayyipErdoğan', 'Türkiye', 'UnPoo', 'Haber', 'Politika', 'Erdoğan', 'Gündem']"
1CONN Creative,@1conncreative,2021-08-12T00:56:15.000Z,HONOR MagicBook X 15 Türkiye’de! İşte Fiyatı ve Özellikleri! https://1conn.com/honor-magicbook-x-15-turkiyede-iste-fiyati-ve-ozellikleri/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #Haber #Fiyatı #HONOR #İşte 12 Ağustos 2021,"HONOR MagicBook X 15 Türkiye'de! İşte Fiyatı ve Özellikleri! - 1CONN Creative / Web Grafik Tasarım,...
Biz, İstanbul’da yerleşik, markanıza dair hayallerinizi gerçekleştirmek amacında olan bir kreatif ajansız. Bizi tanımak istersiniz diye umuyoruz.
1conn.com",,,,"['Haber', 'Fiyatı', 'HONOR', 'İşte']"
Demirtaşa Özgürlük,@_freedemirtas_,2021-08-11T23:39:12.000Z,"#SonDakika #Haber
Yer #Altındağ
Manzara 6-7 Eylül 1955

Kürtler üzerinden tutmadı, göçmenler üzerinden devam. Yoksulluğa mahkum edilen kitlelerin öfkesi sebep olanlara yönelmesin diye ırkçılığı körüklüyorlar.
Manzara 6-7 Eylül gibi.
#ProvokasyonaGelme
#Göçmen #Mülteciİstemiyoruz",,,,,"['SonDakika', 'Haber', 'Altındağ', 'ProvokasyonaGelme', 'Göçmen', 'Mülteciİstemiyoruz']"
work Net haber,@otylmaz,2021-08-11T23:37:47.000Z,"11.08.2021 WORKNETHABER ANAHABER BÜLTENİ #haber #news #anahaberbülteni #... https://youtu.be/Y0_CatUggOo 
@YouTube
 aracılığıyla","11.08.2021 WORKNETHABER ANAHABER BÜLTENİ #haber #news #anahaberbült...
GÜNÜN HABERLERİ,GÜNÜN ÖZETİ KENDİME HAS ÜSLUBUMLA BU KANALDA 11.08.2021 WORKNETHABER ANAHABER BÜLTENİ #haber #news #anahaberbülteni #canlıyayın
youtube.com",,,,"['haber', 'news', 'anahaberbülteni']"
work Net haber,@otylmaz,2021-08-11T23:37:23.000Z,"10.082021 WORKNETHABER ANAHABER BÜLTENİ #haber #news #anahaberbülteni #c... https://youtu.be/aeWHEJKjR1w 
@YouTube
 aracılığıyla","10.082021 WORKNETHABER ANAHABER BÜLTENİ #haber #news #anahaberbülteni...
GÜNÜN HABERLERİ,GÜNÜN ÖZETİ KENDİME HAS ÜSLUBUMLA BU KANALDA 10.082021 WORKNETHABER ANAHABER BÜLTENİ #haber #news #anahaberbülteni #canlıyayın
youtube.com",,,,"['haber', 'news', 'anahaberbülteni', 'c']"
"Dortyol.com - Haber, Son dakika haberleri",@dortyolcom,2021-08-11T23:36:00.000Z,Emirhan Yalçın cinayeti sonrası Ankara’da tehlikeli gerginlik https://dortyol.com/haber/461/emirhan-yalcin-cinayeti-sonrasi-ankara-da-tehlikeli-gerginlik#.YRRevtyO-dc.twitter… #ankara #EmirhanYalcın #altindağ #cinayet #haber,"Emirhan Yalçın cinayeti sonrası Ankara’da tehlikeli gerginlik
Emirhan Yalçın cinayeti sonrası Ankara’da tehlikeli gerginlik haberi
dortyol.com",,,,"['ankara', 'EmirhanYalcın', 'altindağ', 'cinayet', 'haber']"
1CONN Creative,@1conncreative,2021-08-11T23:19:25.000Z,Koronavirüsü en iyi anlatan fotoğraflar yayınlandı https://1conn.com/koronavirusu-en-iyi-anlatan-fotograflar-yayinlandi/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #Haber #anlatan #fotoğraflar #İyi 12 Ağustos 2021,"Koronavirüsü en iyi anlatan fotoğraflar yayınlandı - 1CONN Creative / Web Grafik Tasarım, Sosyal...
Biz, İstanbul’da yerleşik, markanıza dair hayallerinizi gerçekleştirmek amacında olan bir kreatif ajansız. Bizi tanımak istersiniz diye umuyoruz.
1conn.com",,,,"['Haber', 'anlatan', 'fotoğraflar', 'İyi']"
World News UK,@kralfmlondra,2021-08-11T23:14:33.000Z,Royal Family LIVE: Meghan and Harry snubbed in US as Obamas 'go towards William' http://dlvr.it/S5TKjS #haber #news #england,"Royal Family LIVE: Meghan and Harry snubbed in US as Obamas 'go towards William'
MEGHAN, Duchess of Sussex and Prince Harry were not invited to Barack Obama\'s 60th birthday as he shifts towards the Cambridges, a commentator has claimed.
news.turkish.co.uk",,,,"['haber', 'news', 'england']"
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-11T23:14:08.000Z,HALKIN GÖZÜ KARARNAMEDE! https://yemlee.com/halkin-gozu-kararnamede-329390.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee,"HALKIN GÖZÜ KARARNAMEDE!
halkin gözü kararnamede!
yemlee.com",,,,"['Haber', 'AramaMotoru', 'Yemlee']"
Talas Express Haber,@TalasExpress,2021-08-11T23:14:08.000Z,İstanbul ‘Yeditepe Huzur uygulamasında 171 bin 349 TL para cezası uygulandı https://talasexpresshaber.com/haber/istanbul-yeditepe-huzur-uygulamasinda-171-bin-349-tl-para-cezasi-uygulandi-510089… #haber #sondakika #gündem,"İstanbul ‘Yeditepe Huzur uygulamasında 171 bin 349 TL para cezası uygulandı
İSTANBUL GENELİNDE HELİKOPTER DESTEKLİ GERÇEKLEŞTİRİLEN 'YEDİTEPE HUZUR' UYGULAMASININ BİLANÇOSU AÇIKLANDI. UYGULAMA KAPSAMINDA, 143 BİN 807 KİŞİ SORGULANIRKEN, 173 BİN 349 TL PARA CEZASI KESİLDİ....
talasexpresshaber.com",,,,"['haber', 'sondakika', 'gündem']"
Ulak News,@ulaknews,2021-08-11T22:50:22.000Z,'Göç konusu milli birliğe tehdit'... https://ulak.news/haber_goc-konusu-milli-birlige-tehdit_aydinlik_253705.html… --- #sondakika #haber #sondakikahaber #haberler,"'Göç konusu milli birliğe tehdit'
Başını Suriyeli ve Afganistanlıların çektiği düzensiz göçmenlerle ilgili başta sosyal medya olmak üzere tepkiler son dönemde artışa geçti. Müstafi Tümamiral Cihat Yaycı, ‘Ciddi güvenlik ve milli...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
1CONN Creative,@1conncreative,2021-08-11T22:47:21.000Z,Samsung Galaxy Buds+ 2 Ön İncelemesi https://1conn.com/samsung-galaxy-buds-2-on-incelemesi/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #Haber #Buds #Galaxy #İncelemesi 12 Ağustos 2021,"Samsung Galaxy Buds+ 2 Ön İncelemesi - 1CONN Creative / Web Grafik Tasarım, Sosyal Medya, Fuar ve...
Biz, İstanbul’da yerleşik, markanıza dair hayallerinizi gerçekleştirmek amacında olan bir kreatif ajansız. Bizi tanımak istersiniz diye umuyoruz.
1conn.com",,,,"['Haber', 'Buds', 'Galaxy', 'İncelemesi']"
Kocaali Haber,@kocaalinews,2021-08-11T22:30:32.000Z,Fındık taban fiyatları açıklandı http://dlvr.it/S5TDs9 #haber #sakaryahaber #kocaali #kocaalihaber #news,"Fındık taban fiyatları açıklandı
İçinde Bulunduğumuz fındık sezonunda Cumhurbaşkanı Recep Tayyip Erdoğan Katılmış olduğu canlı yayında beklenen fındık taban fiyatlarını açıkladı.
kocaali.com",,,,"['haber', 'sakaryahaber', 'kocaali', 'kocaalihaber', 'news']"
Ulak News,@ulaknews,2021-08-11T22:28:09.000Z,Faiz kararı öncesi Merkez çift markajda... https://ulak.news/haber_faiz-karari-oncesi-merkez-cift-m_aydinlik_253700.html… --- #sondakika #haber #sondakikahaber #haberler,"Faiz kararı öncesi Merkez çift markajda
27 Temmuz – 10 Ağustos dönemini kapsayan 11 iş gününün 10'unda yükselen Borsa İstanbul, dün gün içinde yüzde 1.3'ü aşan oranda kayıp verdi. Gösterge faiz önceki gün yüzde 19'u aşarak bugünkü faiz...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
AnaHaber. com,@AnaHabercom,2021-08-11T22:26:27.000Z,"Bakan Kurum: Bartın'da metrekareye 318 kilogram yağış düştü Bakan Kurum: Bartın'da metrekareye 318 kilogram yağış düştüÇEVRE ve Şehircilik Bakanı Murat Kurum, Bartın'da yaşanan sel fela...  https://is.gd/ayYy3P 
#Haber","Bakan Kurum: Bartın'da metrekareye 318 kilogram yağış düştü
Bakan Kurum: Bartın'da metrekareye 318 kilogram yağış düştüÇEVRE ve Şehircilik Bakanı Murat Kurum, Bartın'da yaşanan sel felaketinde metre
anahaber.com",,,,['Haber']
Ulak News,@ulaknews,2021-08-11T22:26:08.000Z,"Erdoğan'ın katıldığı canlı yayında ‘prompter' görüldü, ‘suflör' duyuldu... https://ulak.news/haber_erdoganin-katildigi-canli-yayind_kronos_241521.html… --- #sondakika #haber #sondakikahaber #haberler","Erdoğan’ın katıldığı canlı yayında ‘prompter’ görüldü, ‘suflör’ duyuldu
Cumhurbaşkanı ve AKP Genel Başkanı Recep Tayyip Erdoğan’ın katıldığı Kanal D-CNN TÜRK ortak yayınında prompter ve suflör detayları dikkat çekti. | Ulak News
ulak.news",,1,2,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:26:08.000Z,Sanayinin rakabeti için döngüsel ekonomi şart... https://ulak.news/haber_sanayinin-rakabeti-icin-dongusel_aydinlik_253699.html… --- #sondakika #haber #sondakikahaber #haberler,"Sanayinin rakabeti için döngüsel ekonomi şart
Sanayinin rakabeti için döngüsel ekonomi şart | Ulak News
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Mioldu,@miolducom,2021-08-11T22:25:29.000Z,Ankara Valiliği : “ Altındağ ilçemizde bu akşam meydana gelen bir takım gösteri ve olaylar vatandaşlarımızın soğukkanlılığı ve emniyet güçlerimizin yoğun çalışmaları sonucu an itibariyle sona ermiştir.” #Altındağ #Ankara #haber #SonDakika #suriyelileriistemiyoruz,,,,,"['Altındağ', 'Ankara', 'haber', 'SonDakika', 'suriyelileriistemiyoruz']"
Van Gazetesi وان,@vangazetesii,2021-08-11T22:20:33.000Z,"Erdoğan’dan Van Açıklaması - Göçmenler https://vangazetesi.com/erdogan-dan-van-aciklamasi-gocmenler/35916/… 
@RTErdogan
 #ankara #vanhaber #van #RecepTayyipErdogan #erdoğan #haber","Erdoğan'dan Van Açıklaması - Göçmenler
Erdoğan, Van'daki göçmen akını hakkında açıklamada bulundu.
vangazetesi.com",,,,"['ankara', 'vanhaber', 'van', 'RecepTayyipErdogan', 'erdoğan', 'haber']"
Ulak News,@ulaknews,2021-08-11T22:16:09.000Z,Olaylı kongreye iptal davası... https://ulak.news/haber_olayli-kongreye-iptal-davasi_aydinlik_253698.html… --- #sondakika #haber #sondakikahaber #haberler,"Olaylı kongreye iptal davası
Kayseri Pancar Ekicileri Kooperatifi'nde olaylı geçen seçimlerin ardından çiftçiler, mevcut başkan Hüseyin Akay aleyhine Kayseri Cumhuriyet Başsavcılığına suç duyurusunda bulundu. | Ulak News
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:06:08.000Z,Baraj değil sistem sorun... https://ulak.news/haber_baraj-degil-sistem-sorun_aydinlik_253695.html… --- #sondakika #haber #sondakikahaber #haberler,"Baraj değil sistem sorun
Üniversiteye girişte baraj puanları düştü. Eğitim uzmanları vakıf üniversitelerinin boş kalan kontenjanlarının bu hamle ile dolacağını söyledi. Eğitimin kalitesi konusunda endişelenen uzmanlar,...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:04:09.000Z,UEFA Süper Kupa Chelsea'nin oldu!... https://ulak.news/haber_uefa-super-kupa-chelseanin-oldu_haberturk_3159918.html… --- #sondakika #haber #sondakikahaber #haberler,"UEFA Süper Kupa Chelsea'nin oldu!
UEFA Süper Kupa'da normal süresi ve uzatma bölümü 1-1 sona eren maçta Villarreal'e penaltı atışlarında 6-5 üstünlük sağlayan Chelsea, şampiyon oldu. | Ulak News
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
#NobakhtAhad,@RealNobakhtAhad,2021-08-11T22:02:17.000Z,"Replying to 
@Aftonbladet","Igen-En oskyldig invandrare som blivit mördad av någon av de kändisar inom katastrofala polismyndigheten-Nu gäller bara skaffa en oskyldig handikappade människa och anklaga.... 

#Nyheter #eu #Crime #Haber #Politics #PoliceBrutality
#sweden",,1,1,[]
Ulak News,@ulaknews,2021-08-11T22:02:08.000Z,Torosların kadınları teslim olmaz... https://ulak.news/haber_toroslarin-kadinlari-teslim-olma_aydinlik_253690.html… --- #sondakika #haber #sondakikahaber #haberler,"Torosların kadınları teslim olmaz
Cumhuriyet Kadınları Derneği, Antalya ve Mersin’de yangından etkilenen köyleri ziyaret etti. Alevlere karşı oluşan dayanışma, fedakarlık Torosların kadınlarının ne yangınlara ne de teröre teslim...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:02:08.000Z,12 Ağustos Medyanın Halleri... https://ulak.news/haber_12-agustos-medyanin-halleri_aydinlik_253689.html… --- #sondakika #haber #sondakikahaber #haberler,"12 Ağustos Medyanın Halleri
12 Ağustos Medyanın Halleri | Ulak News
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:02:08.000Z,Türk okullarının kapatılmasına nasıl cevap verilmeli?... https://ulak.news/haber_turk-okullarinin-kapatilmasina-n_aydinlik_253687.html… --- #sondakika #haber #sondakikahaber #haberler,"Türk okullarının kapatılmasına nasıl cevap verilmeli?
Yunan hükümetinin, Batı Trakya’da ve Adalar Denizindeki adalarda yaşamlarını sürdüren soydaşlarımızın çocuklarının Türkçe eğitim aldıkları okulları kapatmasının karşılığı olarak Dipkarpaz’daki Rum...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:02:08.000Z,"Direnir: Bir kadın, bir erkek, bir çocuk!... https://ulak.news/haber_direnir-bir-kadin-bir-erkek-bir-_aydinlik_253694.html… --- #sondakika #haber #sondakikahaber #haberler","Direnir: Bir kadın, bir erkek, bir çocuk!
Direnir: Bir kadın, bir erkek, bir çocuk! | Ulak News
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Ulak News,@ulaknews,2021-08-11T22:02:08.000Z,Yükselen Asya’nın yükselen yıldızları: Busenazlar!... https://ulak.news/haber_yukselen-asyanin-yukselen-yildiz_aydinlik_253692.html… --- #sondakika #haber #sondakikahaber #haberler,"Yükselen Asya’nın yükselen yıldızları: Busenazlar!
Yükselen Asya’nın yükselen yıldızları: Busenazlar! | Ulak News
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
World News UK,@kralfmlondra,2021-08-11T21:29:33.000Z,Plague of RATS terrify UK shoppers as rodents descend near Iceland store http://dlvr.it/S5T6TS #haber #news #england,"Plague of RATS terrify UK shoppers as rodents descend near Iceland store
RATS left shoppers horrified and disgusted after a plague of rodents scurried across the path near a local Iceland in Wolverhampton.
news.turkish.co.uk",,,,"['haber', 'news', 'england']"
Stok Haber,@haber_stok,2021-08-11T21:27:51.000Z,"Altındağ'da gerilim artıyor!

#haber #haberler #güncelhaberler #sondakika #koronavirüs #gündem #gündemdekiler #VatanEldenGidiyor","Altındağ’da gerilim büyüyor - Stok Haber
ANKARA- Ankara’nın Altındağ ilçesine bağlı Battalgazi Mahallesi’nde iki grup arasında yaşanan kavgada bıçakla ağır yaralanan 18 yaşındaki Emirhan Yalçın kaldırıldığı hastanede vefat etti. Bıçaklı...
stokhaber.com",,,1,"['haber', 'haberler', 'güncelhaberler', 'sondakika', 'koronavirüs', 'gündem', 'gündemdekiler', 'VatanEldenGidiyor']"
AnaHaber. com,@AnaHabercom,2021-08-11T21:26:19.000Z,"Dezerformasyona dikkat Dezerformasyona dikkat
Kaynak: YeniHaberden
DEVAMINI OKU: Dezerformasyona dikkat
  https://is.gd/lljwG0 
#Haber","Dezerformasyona dikkat
Dezerformasyona dikkat Kaynak: YeniHaberden DEVAMINI OKU: Dezerformasyona dikkat
anahaber.com",,,,['Haber']
ᗩѴƱSƬƱŔYᗩ FŔƱᗰ,@avusturyaforum,2021-08-11T21:21:02.000Z,Son dakika Beşiktaş transfer haberleri: Beşiktaş’tan Barcelona’lı Umtiti’ye teklif! #Barcelona’lı #Besiktas #besiktas_transfer_haberleri_2021 #Beşiktaş’tan #dakika #ekspress #ekspress_haber #Haber #haberleri #Son #son_dakika #teklif #transfer #Umtiti’ye #video_haber https://ww...,,,,,"['Barcelona', 'Besiktas', 'besiktas_transfer_haberleri_2021', 'Beşiktaş', 'dakika', 'ekspress', 'ekspress_haber', 'Haber', 'haberleri', 'Son', 'son_dakika', 'teklif', 'transfer', 'Umtiti', 'video_haber']"
Mioldu,@miolducom,2021-08-11T21:20:46.000Z,Altındağ ’da gerilim büyüyor https://mioldu.com/altindagda-gerilim-buyuyor/… #haber #SonDakika,"0:09
421 views",,1,1,"['haber', 'SonDakika']"
BİTARAF Haber,@bitarafiz,2021-08-11T21:13:08.000Z,"Ankara Altındağ'da vatandaşlar, Suriyelilere ait olduğu iddia edilen aracı ters çevirdi.

#ankara #altındağ #suriye #suriyeli #suriyeliler #sondakika #haber #haberler #gündem #bitarafiz",,,,,"['ankara', 'altındağ', 'suriye', 'suriyeli', 'suriyeliler', 'sondakika', 'haber', 'haberler', 'gündem', 'bitarafiz']"
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-11T21:11:07.000Z,Yangın söndü mü? https://yemlee.com/yangin-sondu-mu-329068.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee,"Yangın söndü mü?
Yangın söndü mü?
yemlee.com",,,,"['Haber', 'AramaMotoru', 'Yemlee']"
1CONN Creative,@1conncreative,2021-08-11T21:10:51.000Z,"İşte yeni nesil Samsung akıllı saat, kablosuz kulaklık ve tabletler! | Teknolojioku https://1conn.com/iste-yeni-nesil-samsung-akilli-saat-kablosuz-kulaklik-ve-tabletler-teknolojioku/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #Haber #Akıllı #İşte #Kablosuz 12 Ağustos 2021","İşte yeni nesil Samsung akıllı saat, kablosuz kulaklık ve tabletler! | Teknolojioku - 1CONN...
Biz, İstanbul’da yerleşik, markanıza dair hayallerinizi gerçekleştirmek amacında olan bir kreatif ajansız. Bizi tanımak istersiniz diye umuyoruz.
1conn.com",,,,"['Haber', 'Akıllı', 'İşte', 'Kablosuz']"
Oguz Haber Ajansı,@AjansOguz,2021-08-11T21:10:15.000Z,#HABER,,,,,['HABER']
Bayburt Haber,@bayburthaberweb,2021-08-11T21:06:33.000Z,"Bayburt Kalesi'nin Işıkları Neden Yanmıyor?
#bayburthabercom #bayburtunnabzi #bayburthaber #bayburt #haber","Bayburt Kalesi'nin Işıkları Neden Yanmıyor?
bayburthaber.com",,,5,"['bayburthabercom', 'bayburtunnabzi', 'bayburthaber', 'bayburt', 'haber']"
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-11T20:43:03.000Z,Sağlık Bakanı Koca: “Tüm Okullarımız Zamanında Yüz Yüze Eğitime Açılacak” https://yemlee.com/saglik-bakani-koca-tum-okullarimiz-zamaninda-yuz-yuze-egitime-acilacak-328996.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee,"Sağlık Bakanı Koca: “Tüm Okullarımız Zamanında Yüz Yüze Eğitime Açılacak”
Sağlık Bakanı Fahrettin Koca, “Tüm seviyelerde okullarımız yüz yüze eğitim verecek, uygulamalı eğitimler aralıksız olarak devam edecektir” dedi.
yemlee.com",,,,"['Haber', 'AramaMotoru', 'Yemlee']"
Urfa com,@wwwurfacom,2021-08-11T20:41:01.000Z,"Vali Erin Yağıştan Etkilenen Bölgelerde İncelemelerde Bulundu https://urfa.com/vali-erin-incelemelerde-bulundu/… 

#urfa #urfahaber #sanliurfa #Şanlıurfa #sondakika #haber 
@Abdullah_Erin47
 @UrfaValiligi","Vali Erin Yağıştan Etkilenen Bölgelerde İncelemelerde Bulundu
Urfa Valisi Abdullah Erin, bugün akşam saatlerinde görülen şiddetli yağıştan etkilenen Karaköprü ilçesine bağlı kırsal mahallelerde incelemelerde bulundu.
urfa.com",,,,"['urfa', 'urfahaber', 'sanliurfa', 'Şanlıurfa', 'sondakika', 'haber']"
DiploPol,@diplopol1,2021-08-11T20:40:49.000Z,"Filipinlerde 7.1 büyüklüğünde deprem meydana geldi, tsunami uyarısı yapıldı.
#SonDakika #Haber",,,,2,"['SonDakika', 'Haber']"
Ulak News,@ulaknews,2021-08-11T20:40:24.000Z,Prof. Dr. Mustafa Hasöksüz: Koronavirüsten korunma tam doz aşı ile mümkün... https://ulak.news/haber_prof-dr-mustafa-hasoksuz-koronav_internethaber_2201388.html… --- #sondakika #haber #sondakikahaber #haberler,"Prof. Dr. Mustafa Hasöksüz: Koronavirüsten korunma tam doz aşı ile mümkün
Türkiye'de ilk doz aşı sayısı 42, ikinci doz aşı sayısı ise 30 milyonu aştı. 12 milyona yakın kişinin ise ilk dozu olduğu halde ikinci doz aşı olmaya gitmemesi şaşırtıyor. Sağlık Bakanlığı Koronavi...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
eskişehirgazete,@gazete26,2021-08-11T20:39:23.000Z,Sosyal medyaya yönelik düzenleme yolda https://eskisehirgazete.com/haber/sosyal-medyaya-yonelik-duzenleme-yolda/1200… #haber,,,,,['haber']
Bayburt Manşet,@bayburtmanset,2021-08-11T20:38:13.000Z,"Ufka Yolculuk Bilgi Yarışmasının Kazananlarına Ödülleri Verildi 

#bayburt #ufkayolculuk #manşet #haber","Ufka Yolculuk Bilgi Yarışmasının Kazananlarına Ödülleri Verildi Haberi - Bayburt Manşet
Ufka Yolculuk bilgi yarışmasında dereceye diren öğrencilere toplam 4 bin 500 liralık ödül dağıtıldı.
bayburtmanset.com",,,2,"['bayburt', 'ufkayolculuk', 'manşet', 'haber']"
Ulak News,@ulaknews,2021-08-11T20:38:09.000Z,İşte kamudaki işçinin 2022 yılında alacağı yeni zamlı maaşlar... https://ulak.news/haber_iste-kamudaki-iscinin-2022-yilin_internethaber_2201347.html… --- #sondakika #haber #sondakikahaber #haberler,"İşte kamudaki işçinin 2022 yılında alacağı yeni zamlı maaşlar
700 binden fazla kamu işçisini ilgilendiren görüşmelerde anlaşma sağlandı ve 2022 kamu işçisi maaş zammı belli oldu. Buna göre en düşük maaş alan kamu işçisine aylık 500 TL bir düzeltme yapılacak...
ulak.news",,,,"['sondakika', 'haber', 'sondakikahaber', 'haberler']"
Gözcü 18,@Gozcu18,2021-08-11T20:38:02.000Z,"Taşmescid Aile Çay Bahçesi’nden Ömer Alp’e Destek Çağırısı http://gozcu18.com/tasmescid-aile-cay-bahcesinden-omer-alpe-destek-cagirisi/…
#Çankırı #Haber #SonDakika #Gündem #SMA","Taşmescid Aile Çay Bahçesi’nden Ömer Alp’e Destek Çağırısı
SMA Tip 1 hastası Küçük kardeşimiz Ömer Alp için Taşmescid Aile Çay Bahçesi destek çağırısında bulundu. 14 Ağustos Cumartesi Saat 19:00'da Taşmescid Aile Çay Bahçesinde Canlı müzik Olucak. Gerçekle...
gozcu18.com",,,,"['Çankırı', 'Haber', 'SonDakika', 'Gündem', 'SMA']"
